Source	Tag	Name	SR_LOCATION	Date
Parking Tickets	pticket		"2100 CAPITOL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2100 BALDWIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"100 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2100 CAPITOL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2100 BALDWIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"13000 NYACK DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"100 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2000 CAPITOL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2000 CAPITOL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2100 BALDWIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"12200 ASTORIA BLVD, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 WEBSTER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2100 RUSK, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"12100 WESSEX DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 HADLEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 HADLEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"12500 RAVENA CT, Houston, TX"	1/11/13
Parking Tickets	pticket		"1600 FANNIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 HADLEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2600 MILAM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"11900 FLUSHING MEADOWS DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 DALLAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"11900 FLUSHING MEADOWS DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"2000 BALDWIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 CONGRESS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 BRAZOS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5300 RIDGETURN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"2000 BALDWIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"11900 FAIRBURY DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 CONGRESS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 LAMAR ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5200 RIDGEWEST DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1900 BALDWIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5000 RIDGEWEST DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 HERMANN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"3900 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 GRAY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"12600 CORNING DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"5100 RIDGETON DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 GRAY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 LUBBOCK, Houston, TX"	1/11/13
Parking Tickets	pticket		"5100 RIDGETON DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"11800 TEANECK DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5100 RIDGETON DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 LUBBOCK, Houston, TX"	1/11/13
Parking Tickets	pticket		"12400 CORNING DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"100 WEBSTER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5100 RIDGETON DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"12400 CORNING DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"5300 CASTLECREEK LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 LUBBOCK, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 LUBBOCK, Houston, TX"	1/11/13
Parking Tickets	pticket		"16200 BOWIE RIDGE LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 BELL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"16200 BOWIE RIDGE LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"16200 BOWIE RIDGE LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"4200 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"11000 OASIS VIEW LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"5000 ROY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"13700 CLEAR TRAIL LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"13800 CLEAR TRAIL LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"4200 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3100 SUL ROSS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"16300 DETRIC LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"16300 DETRIC LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"10800 BRITTAN LEAF LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"2300 HOPKINS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"10700 PLUM DALE WAY, Houston, TX"	1/11/13
Parking Tickets	pticket		"2900 BRIARHURST DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2500 MCCUE RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5100 SHADOWRIDGE DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"10800 OCELOT LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"5100 SHADOWRIDGE DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2500 MCCUE RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"13600 RURAL OAK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"16700 GOLD BRIDGE CT, Houston, TX"	1/11/13
Parking Tickets	pticket		"10800 MARIGOLD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5600 SANTA CHRISTI DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"10800 MARIGOLD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 LUBBOCK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 LUBBOCK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"16700 VILLAGE TRACE DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"16700 VILLAGE TRACE DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 LUBBOCK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 LUBBOCK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 LUBBOCK, Houston, TX"	1/11/13
Parking Tickets	pticket		"5800 QUAIL VILLAGE DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"3800 DREXEL DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"4400 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 PRESTON ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"4400 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"16700 SONATA CT, Houston, TX"	1/11/13
Parking Tickets	pticket		"4400 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"67 TIEL WAY, Houston, TX"	1/11/13
Parking Tickets	pticket		"16300 PETALUMA DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"6500 TIBURON WAY, Houston, TX"	1/11/13
Parking Tickets	pticket		"7500 ELM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1406 CAMBRIDGE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3700 WESTERMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7500 TIPPS, Houston, TX"	1/11/13
Parking Tickets	pticket		"6300 SHERWOOD DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"7000 MCCULLUM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7000 MCCULLUM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 BARTLETT ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7000 MCCULLUM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"4000 CANFIELD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 S CESAR CHAVEZ BLVD, Houston, TX"	1/11/13
Parking Tickets	pticket		"6100 BONHOMME RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"2500 WROXTON RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"5600 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1900 PECH RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 MCKINNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5400 NAVARRO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"9100 CLEARWOOD LANDING BLVD, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 AUTREY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 BLANCHE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 QUENBY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5300 RIPPLEBROOK DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"9000 CLEARWOOD LANDING BLVD, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1200 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 AUTREY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1600 FANNIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"14200 CATINA LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5100 CHEVY CHASE, Houston, TX"	1/11/13
Parking Tickets	pticket		"3300 COLQUITT ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5200 HEATHERBLOOM DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"9200 GARFIELD PARK LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 JEFFERSON ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 BERTHA ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 MCCUE RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"9200 CANADY PARK LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 MCCUE RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1800 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1800 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2700 WHITNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 ROCHOW ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 PRESTON ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"4700 HALLMARK, Houston, TX"	1/11/13
Parking Tickets	pticket		"3900 DALMATIAN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"10300 RAVENWOOD VIEW LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 CONGRESS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"10300 RAVENWOOD VIEW LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7500 SHERMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7500 SHERMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7500 SHERMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 PEVETO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7600 SHERMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 KANE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 WEST LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"10800 REGAL MANOR LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"7700 SHERMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 PEVETO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"4000 STANFORD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1800 BRAZOS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 FRANKLIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"6400 HIGH STAR DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HOLMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"6600 TRAVIS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 LA BRANCH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 WIRT RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HOLMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 FRANKLIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HOLMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 POLK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2900 W DALLAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3500 LA BRANCH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1151 HOLCOMBE BLVD, Houston, TX"	1/11/13
Parking Tickets	pticket		"12300 NORTH FWY, Houston, TX"	1/11/13
Parking Tickets	pticket		"10900 BRADFORD WAY DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1200 CONGRESS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1200 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 LUBBOCK, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 BRANARD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1521 N LOOP   W, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3900 ESSEX LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 W CLAY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"7700 EDEN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"8300 TYBOR DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"9500 COAST BRIDGE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"8300 TYBOR DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"8300 TYBOR DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 SMITH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5904 BURGOYNE DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3300 MULBERRY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1200 CROCKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3900 PORTSMOUTH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 GRAY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2700 HAZARD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"100 N SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 FRANKLIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3300 DUNLAVY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"9600 INTERVALE, Houston, TX"	1/11/13
Parking Tickets	pticket		"11700 BEXLEY DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"2600 NORFOLK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"100 N SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1900 LOUISIANA ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 DALLAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 LOUISIANA ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 MCCUE RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"3200 D AMICO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 INDIANA ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 LOUISIANA ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 TRAVIS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 PIERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5400 WESTHEIMER CT, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2300 FANNIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"100 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"12900 CARVEL LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 City of Houston, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 HAZEL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"400 MALONE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"6633 HILLCROFT, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 HERMANN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 POLK, Houston, TX"	1/11/13
Parking Tickets	pticket		"9710 WICKENBURG DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"2000 DRYDEN RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 HERMANN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"100 MALONE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1215 W 43RD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 LAMAR ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 DREW ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"400 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1600 SMITH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HERMANN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 WINBERN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"400 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 BRAZOS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 WINBERN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 FRANKLIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 SMITH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"12200 WEMBLEY DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"12100 CORONA LN, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HERMANN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1900 HOPKINS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"300 TRAVIS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 STUART ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HERMANN DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 MILAM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"800 PRAIRIE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5011 WESTHEIMER RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 STUART ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 MILAM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5500 CAPLIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2800 WHITNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 PRESTON ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HOLMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5700 CRAWFORD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 FANNIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 POLK, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 MCKINNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HOLMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 MCKINNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 PRESTON ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HOLMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 MCKINNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 PRESTON ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 MCKINNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"10100 KITTRELL, Houston, TX"	1/11/13
Parking Tickets	pticket		"6600 TRAVIS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3408 MT VERNON ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3600 WESTCENTER DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1300 HOLMAN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"400 CAROLINE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 MCKINNEY ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 HAYS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5700 VENICE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3600 WESTCENTER DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 SMITH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 DRISCOLL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 HAYS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 CRAWFORD ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3500 WESTCENTER DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"1400 HAYS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 PRAIRIE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5600 VENICE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"2500 DRISCOLL ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5500 LA BRANCH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5011 WESTHEIMER RD, Houston, TX"	1/11/13
Parking Tickets	pticket		"10000 NEY, Houston, TX"	1/11/13
Parking Tickets	pticket		"3500 WESTCENTER DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 PIERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5700 BINTLIFF DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"4400 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 PIERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"4400 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 TEXAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"4400 SAN JACINTO ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 DALLAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 PIERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1100 City of Houston, Houston, TX"	1/11/13
Parking Tickets	pticket		"1500 W MAIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5300 MORNINGSIDE DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"3600 PARK, Houston, TX"	1/11/13
Parking Tickets	pticket		"1000 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"900 City of Houston, Houston, TX"	1/11/13
Parking Tickets	pticket		"1200 COMMERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5500 AUSTIN ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"600 REGAL, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 DALLAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 SMITH ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"200 PIERCE ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"3000 POST OAK BLVD, Houston, TX"	1/11/13
Parking Tickets	pticket		"2400 NORFOLK ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5600 BLOSSOM ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1200 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"400 DALLAS ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"500 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"12900 SIMSVIEW DR, Houston, TX"	1/11/13
Parking Tickets	pticket		"700 LOUISIANA ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"1200 WALKER ST, Houston, TX"	1/11/13
Parking Tickets	pticket		"5400 MORNINGSIDE DR, Houston, TX"	1/11/13
